veh_id,target_vel_x,target_vel_y,target_acc_x,target_acc_y,ref_heading,yaw_rate
1,-0.816131,10.0309,-0.036772,-0.2134,-4.028,-0.34491
1,-0.821496,10.0044,-0.014698,-0.25501,-4.0625,-0.22656
1,-0.82117,9.97148,0.0073991,-0.29653,-4.0851,-0.10415
1,-0.815846,9.93273,0.030471,-0.33661,-4.0955,0.02802
1,-0.806453,9.88827,0.054256,-0.3763,-4.0927,0.16752
1,-0.793707,9.83866,0.077427,-0.41839,-4.076,0.3048
1,-0.778175,9.78496,0.099663,-0.46482,-4.0455,0.43699
1,-0.760298,9.72826,0.12098,-0.516,-4.0018,0.56407
1,-0.740441,9.66946,0.14095,-0.5715,-3.9454,0.68362
1,-0.71896,9.60896,0.15929,-0.63063,-3.877,0.7945
1,-0.696148,9.54698,0.17506,-0.69313,-3.7976,0.89158
1,-0.672222,9.48375,0.18765,-0.75875,-3.7084,0.97168
1,-0.647388,9.41974,0.19727,-0.82691,-3.6113,1.0359
1,-0.621461,9.35561,0.20423,-0.89741,-3.5077,1.0844
1,-0.595102,9.28908,0.20899,-0.96963,-3.3992,1.1186
1,-0.570677,9.21539,0.21197,-1.0426,-3.2874,1.1405
1,-0.548339,9.13048,0.21352,-1.1156,-3.1733,1.1534
1,-0.527003,9.03171,0.21392,-1.1883,-3.058,1.1598
1,-0.506588,8.9178,0.21335,-1.2607,-2.942,1.1601
1,-0.486251,8.78871,0.21197,-1.3331,-2.826,1.1537
1,-0.466005,8.64464,0.20994,-1.4055,-2.7106,1.1397
1,-0.446202,8.48691,0.20736,-1.4778,-2.5966,1.1185
1,-0.426635,8.31766,0.20434,-1.5503,-2.4848,1.0917
1,-0.40738,8.1379,0.2006,-1.6234,-2.3756,1.0579
1,-0.388464,7.94902,0.19674,-1.695,-2.2698,1.0234
1,-0.369775,7.75344,0.19515,-1.7602,-2.1675,1.0101
1,-0.351142,7.55376,0.19176,-1.7895,-2.0665,0.99534
1,-0.332463,7.35173,0.18968,-1.8108,-1.9669,0.99479
1,-0.313746,7.14798,0.1884,-1.8206,-1.8675,1.005
1,-0.295012,6.94268,0.18654,-1.8168,-1.767,1.0136
1,-0.276262,6.73601,0.18358,-1.7977,-1.6656,1.0138
1,-0.2575,6.5282,0.17987,-1.7639,-1.5642,1.0069
1,-0.238714,6.31921,0.17547,-1.7174,-1.4635,0.99297
1,-0.220265,6.10875,0.17063,-1.6589,-1.3642,0.97672
1,-0.20162,5.89909,0.16557,-1.5892,-1.2666,0.96235
1,-0.180377,5.69507,0.15623,-1.4914,-1.1703,0.91737
1,-0.164817,5.55146,0.15465,-1.4648,-1.0786,0.48018
1,-0.147651,5.4102,0.15286,-1.434,-1.0306,0.48403
1,-0.129795,5.27657,0.15084,-1.3985,-0.98218,0.48803
1,-0.113163,5.15503,0.14856,-1.3576,-0.93337,0.49309
1,-0.0988368,5.04917,0.14596,-1.3103,-0.88406,0.50033
1,-0.0864554,4.95919,0.14299,-1.2554,-0.83403,0.51046
1,-0.0757046,4.88295,0.13954,-1.1913,-0.78298,0.52312
1,-0.066111,4.82002,0.13579,-1.1151,-0.73067,0.54054
1,-0.0573149,4.77058,0.13119,-1.0259,-0.67662,0.55806
1,-0.0573149,4.77058,0.13119,-1.0259,-0.62081,0.55806
2,-0.0406624,5.43391,-0.0081937,0.3985,-0.25425,0.55244
2,-0.0389299,5.44215,0.0003553,0.43899,-0.19901,0.54148
2,-0.0362068,5.44546,0.0087636,0.48777,-0.14486,0.52078
2,-0.0326774,5.44596,0.017319,0.54333,-0.092781,0.50564
2,-0.0282572,5.44878,0.025633,0.60377,-0.042218,0.49715
2,-0.0231526,5.4603,0.032321,0.66764,0.0074973,0.48102
2,-0.0176004,5.4875,0.035859,0.73464,0.055599,0.44386
2,-0.0118095,5.53613,0.035727,0.80636,0.099985,0.38361
2,-0.0058869,5.60929,0.032945,0.8849,0.13835,0.31096
2,0.000342035,5.70747,0.029071,0.97145,0.16944,0.23929
2,0.00682441,5.82769,0.02474,1.0663,0.19337,0.17171
2,0.0135296,5.96561,0.019835,1.1686,0.21054,0.10635
2,0.020406,6.11847,0.014474,1.2775,0.22118,0.044133
2,0.0278846,6.28349,0.0087232,1.3904,0.22559,-0.014667
2,0.035085,6.45619,0.0024321,1.502,0.22412,-0.071249
2,0.0395938,6.63174,-0.0041214,1.6065,0.217,-0.12647
2,0.0393226,6.80792,-0.010543,1.698,0.20435,-0.18238
2,0.0339915,6.98658,-0.016534,1.7721,0.18611,-0.23706
2,0.0256589,7.17082,-0.022101,1.8254,0.16241,-0.28436
2,0.0169756,7.36345,-0.027603,1.8566,0.13397,-0.31922
2,0.00881818,7.56643,-0.033055,1.8675,0.10205,-0.33784
2,0.000740419,7.7793,-0.03848,1.8621,0.068266,-0.34512
2,-0.00725828,8.0005,-0.043877,1.8428,0.033755,-0.34913
2,-0.015231,8.22684,-0.049532,1.8123,-0.0011585,-0.3575
2,-0.023393,8.45286,-0.05533,1.775,-0.036908,-0.36985
2,-0.0313955,8.6732,-0.0606,1.736,-0.073893,-0.37765
2,-0.038687,8.88356,-0.064814,1.698,-0.11166,-0.37474
2,-0.0448769,9.08028,-0.068992,1.6595,-0.14913,-0.36724
2,-0.0500899,9.26014,-0.07614,1.6174,-0.18586,-0.37499
2,-0.0548631,9.42068,-0.088575,1.5687,-0.22335,-0.41374
2,-0.0592856,9.56275,-0.10604,1.5107,-0.26473,-0.48102
2,-0.0634313,9.68973,-0.12725,1.4432,-0.31283,-0.56892
2,-0.0673478,9.80402,-0.15145,1.368,-0.36972,-0.67593
2,-0.0711802,9.90803,-0.178,1.2879,-0.43732,-0.80057
2,-0.0755746,10.0062,-0.20511,1.2067,-0.51737,-0.9312
2,-0.0816055,10.1038,-0.23078,1.1272,-0.61049,-1.0549
2,-0.0903063,10.204,-0.25411,1.05,-0.71598,-1.1674
2,-0.103993,10.3055,-0.27477,0.97546,-0.83272,-1.2677
2,-0.126622,10.4056,-0.2934,0.90407,-0.9595,-1.3594
2,-0.160175,10.5009,-0.31152,0.837,-1.0954,-1.4497
2,-0.203254,10.5878,-0.33004,0.77469,-1.2404,-1.5432
2,-0.253764,10.6657,-0.34875,0.7164,-1.3947,-1.6401
2,-0.31016,10.7364,-0.36761,0.66195,-1.5587,-1.743
2,-0.371226,10.8026,-0.38671,0.61088,-1.733,-1.8546
2,-0.433604,10.8663,-0.40498,0.56073,-1.9185,-1.9698
2,-0.492959,10.9276,-0.42031,0.50719,-2.1155,-2.0773
2,-0.546906,10.9836,-0.43082,0.44645,-2.3232,-2.1672
2,-0.594417,11.0312,-0.43422,0.37723,-2.5399,-2.2274
2,-0.636881,11.0683,-0.42767,0.30023,-2.7627,-2.2426
2,-0.677906,11.0947,-0.41041,0.21812,-2.9869,-2.2081
2,-0.719361,11.1121,-0.3842,0.13461,-3.2077,-2.1335
2,-0.760933,11.1225,-0.35086,0.051569,-3.4211,-2.0264
2,-0.802578,11.1279,-0.31189,-0.030973,-3.6237,-1.8893
2,-0.84461,11.1298,-0.26847,-0.11375,-3.8127,-1.7243
2,-0.885542,11.1276,-0.22399,-0.19841,-3.9851,-1.551
2,-0.922233,11.1182,-0.1829,-0.28607,-4.1402,-1.3962
2,-0.951955,11.0969,-0.14752,-0.37553,-4.2798,-1.2725
2,-0.972437,11.06,-0.11868,-0.46486,-4.4071,-1.1843
2,-0.981958,11.0061,-0.094912,-0.55243,-4.5255,-1.1235
2,-0.980989,10.9372,-0.072549,-0.63686,-4.6378,-1.0704
2,-0.971646,10.857,-0.049739,-0.71798,-4.7449,-1.0151
2,-0.95548,10.7688,-0.026788,-0.79652,-4.8464,-0.95583
2,-0.933946,10.6745,-0.0037406,-0.87383,-4.942,-0.88739
2,-0.908168,10.5751,0.019432,-0.95081,-5.0307,-0.80557
2,-0.881578,10.4695,0.042722,-1.0262,-5.1113,-0.71083
2,-0.858765,10.3555,0.065806,-1.0956,-5.1824,-0.60618
2,-0.841946,10.2326,0.087956,-1.1537,-5.243,-0.49588
2,-0.831783,10.1015,0.10846,-1.1976,-5.2926,-0.38332
2,-0.826705,9.96342,0.12602,-1.2268,-5.3309,-0.27454
2,-0.823005,9.82098,0.13988,-1.2426,-5.3583,-0.17411
2,-0.818838,9.67617,0.15079,-1.247,-5.3758,-0.078039
2,-0.814509,9.52951,0.15948,-1.2413,-5.3836,0.01485
2,-0.810059,9.38026,0.16647,-1.227,-5.3821,0.099978
2,-0.805746,9.22818,0.17224,-1.2049,-5.3721,0.17995
2,-0.800098,9.07531,0.17789,-1.1752,-5.3541,0.26937
2,-0.790622,8.92709,0.18486,-1.1384,-5.3271,0.38292
2,-0.776044,8.78941,0.19404,-1.0955,-5.2888,0.53093
2,-0.75552,8.66471,0.206,-1.0478,-5.2358,0.71442
2,-0.729921,8.55254,0.22045,-0.99708,-5.1643,0.92108
2,-0.701228,8.4519,0.23597,-0.94542,-5.0722,1.1325
2,-0.670068,8.363,0.25172,-0.8939,-4.959,1.3371
2,-0.636524,8.28615,0.26768,-0.84248,-4.8252,1.5341
2,-0.601009,8.22042,0.28381,-0.79041,-4.6718,1.725
2,-0.563692,8.16528,0.30036,-0.73741,-4.4993,1.9145
2,-0.525805,8.11903,0.31579,-0.68486,-4.3079,2.0988
2,-0.489053,8.07862,0.32749,-0.63676,-4.098,2.2633
2,-0.453871,8.04158,0.3339,-0.59739,-3.8717,2.4
2,-0.419777,8.00584,0.33396,-0.56782,-3.6317,2.5032
2,-0.385808,7.96925,0.32852,-0.54697,-3.3813,2.5758
2,-0.351059,7.93013,0.31965,-0.53417,-3.1238,2.6315
2,-0.31539,7.88837,0.30804,-0.53031,-2.8606,2.6745
2,-0.279142,7.84455,0.29304,-0.51064,-2.5932,2.6803
2,-0.24243,7.79944,0.27592,-0.50232,-2.3251,2.6832
2,-0.205031,7.75336,0.25671,-0.50684,-2.0568,2.6738
2,-0.16851,7.70559,0.23671,-0.52353,-1.7894,2.6366
2,-0.13564,7.65356,0.21802,-0.54836,-1.5258,2.5684
2,-0.108236,7.59463,0.20131,-0.57724,-1.2689,2.4558
2,-0.0875927,7.52907,0.18608,-0.60615,-1.0234,2.2959
2,-0.072871,7.45859,0.17135,-0.63071,-0.79376,2.1083
2,-0.0619293,7.38356,0.15601,-0.64814,-0.58293,1.9163
2,-0.0539832,7.30239,0.13818,-0.62726,-0.3913,1.7534
2,-0.0504446,7.26487,0.12637,-0.63721,-0.21596,1.1593
2,-0.0491676,7.21578,0.113,-0.64755,-0.10002,1.1165
2,-0.0502672,7.15159,0.097647,-0.65853,0.011627,1.0618
2,-0.0523927,7.07198,0.080925,-0.66984,0.1178,0.99377
3,-0.0224327,8.01478,0.064002,-0.32817,-0.25336,0.94891
3,-0.0132669,7.98343,0.065523,-0.29091,-0.15846,0.90803
3,-0.00449965,7.96197,0.064004,-0.25704,-0.067661,0.8313
3,0.00399042,7.9483,0.060116,-0.22704,0.01547,0.72545
3,0.0122512,7.94077,0.054293,-0.20015,0.088014,0.59982
3,0.0203356,7.93834,0.046869,-0.17531,0.148,0.46539
3,0.0283923,7.94026,0.038175,-0.15178,0.19454,0.33188
3,0.0364,7.94599,0.028468,-0.13006,0.22772,0.2041
3,0.0435904,7.95469,0.017819,-0.11257,0.24813,0.080253
3,0.0488282,7.96531,0.00612,-0.10327,0.25616,-0.043406
3,0.0511738,7.97537,-0.0067301,-0.10564,0.25182,-0.1691
3,0.0503239,7.9813,-0.020645,-0.12057,0.23491,-0.29744
3,0.0468173,7.98096,-0.03542,-0.14653,0.20516,-0.42721
3,0.0412314,7.9743,-0.0509,-0.18124,0.16244,-0.55958
3,0.0339648,7.96266,-0.066971,-0.22287,0.10649,-0.70421
3,0.0253341,7.94762,-0.083544,-0.27039,0.036064,-0.87042
3,0.0156935,7.93029,-0.10064,-0.32291,-0.050978,-1.0624
3,0.00525674,7.91035,-0.11814,-0.37923,-0.15722,-1.2683
3,-0.00633869,7.88527,-0.13519,-0.43725,-0.28405,-1.4635
3,-0.0198403,7.85086,-0.15059,-0.49468,-0.4304,-1.6296
3,-0.0358929,7.8035,-0.16333,-0.54887,-0.59336,-1.758
3,-0.054556,7.74229,-0.1731,-0.5972,-0.76916,-1.8509
3,-0.0753392,7.6689,-0.18054,-0.63878,-0.95425,-1.9142
3,-0.0978104,7.58583,-0.18629,-0.67423,-1.1457,-1.9548
3,-0.121691,7.49502,-0.19066,-0.70487,-1.3412,-1.9805
3,-0.146752,7.39756,-0.19381,-0.73207,-1.5392,-1.9993
3,-0.172893,7.29445,-0.1959,-0.7568,-1.7391,-2.0186
3,-0.199875,7.18754,-0.19712,-0.7789,-1.941,-2.0416
3,-0.226791,7.0802,-0.19723,-0.7965,-2.1451,-2.0644
3,-0.252361,6.97594,-0.19573,-0.80645,-2.3516,-2.078
3,-0.275489,6.87762,-0.19216,-0.80605,-2.5594,-2.0811
3,-0.295885,6.78689,-0.18649,-0.79473,-2.7675,-2.0804
3,-0.314272,6.7034,-0.17912,-0.77381,-2.9755,-2.0852
3,-0.331339,6.62585,-0.17038,-0.74521,-3.1841,-2.0944
3,-0.347353,6.55291,-0.16049,-0.71051,-3.3935,-2.0804
3,-0.362286,6.48348,-0.14966,-0.67074,-3.6015,-2.0128
3,-0.376114,6.4167,-0.13785,-0.62684,-3.8028,-1.8667
3,-0.388975,6.35255,-0.12591,-0.57987,-3.9895,-1.6609
3,-0.400799,6.29227,-0.11556,-0.53048,-4.1556,-1.4481
3,-0.411304,6.23797,-0.10832,-0.47889,-4.3004,-1.2731
3,-0.420219,6.19139,-0.10555,-0.42539,-4.4277,-1.1574
3,-0.427541,6.15283,-0.1081,-0.36983,-4.5434,-1.0993
3,-0.433572,6.12129,-0.11545,-0.31215,-4.6534,-1.0911
3,-0.438561,6.0954,-0.12635,-0.25272,-4.7625,-1.1192
3,-0.442676,6.07399,-0.14017,-0.19185,-4.8744,-1.1757
3,-0.446066,6.05607,-0.15663,-0.12986,-4.992,-1.2563
3,-0.448595,6.04078,-0.17538,-0.06702,-5.1176,-1.3563
3,-0.4517,6.0278,-0.19641,-0.0034679,-5.2532,-1.4742
3,-0.457902,6.01924,-0.22026,0.060887,-5.4006,-1.6131
3,-0.469008,6.01817,-0.24606,0.12607,-5.562,-1.7671
3,-0.486579,6.02685,-0.27173,0.19218,-5.7387,-1.9079
3,-0.512093,6.04724,-0.29542,0.25967,-5.9295,-2.0013
3,-0.545177,6.0791,-0.31536,0.32934,-6.1296,-2.0193
3,-0.584037,6.1204,-0.33021,0.40233,-6.3315,-1.9592
3,-0.627688,6.1692,-0.34022,0.47977,-6.5275,-1.8584
3,-0.675539,6.22376,-0.34631,0.56278,-6.7133,-1.755
3,-0.726866,6.28265,-0.34982,0.652,-6.8888,-1.6837
3,-0.781792,6.34561,-0.35084,0.74642,-7.0572,-1.6345
3,-0.841326,6.41405,-0.34803,0.8423,-7.2206,-1.5643
3,-0.903424,6.49011,-0.3408,0.93533,-7.377,-1.4434
3,-0.963679,6.57574,-0.32869,1.0226,-7.5214,-1.2615
3,-1.01838,6.67217,-0.3108,1.102,-7.6475,-1.0238
3,-1.0643,6.77997,-0.28803,1.1741,-7.7499,-0.74105
3,-1.09899,6.90006,-0.26151,1.2413,-7.824,-0.42503
3,-1.12312,7.03352,-0.23027,1.3059,-7.8665,-0.07254
3,-1.13869,7.18164,-0.19355,1.3702,-7.8738,0.31917
3,-1.14823,7.34478,-0.15096,1.4356,-7.8419,0.74912
3,-1.15338,7.52063,-0.10134,1.5021,-7.7669,1.2212
3,-1.15397,7.70385,-0.043679,1.5677,-7.6448,1.7376
3,-1.15061,7.88882,0.019198,1.6296,-7.4711,2.2756
3,-1.14397,8.07201,0.08233,1.6851,-7.2435,2.7928
3,-1.13369,8.25125,0.14147,1.7322,-6.9642,3.2472
3,-1.12124,8.42723,0.19305,1.7699,-6.6395,3.6042
3,-1.10705,8.60291,0.23451,1.797,-6.2791,3.8495
3,-1.08822,8.78108,0.26636,1.8127,-5.8941,4.0035
3,-1.06264,8.96412,0.29046,1.8157,-5.4938,4.0906
3,-1.02879,9.15377,0.30909,1.8056,-5.0847,4.1335
3,-0.984473,9.3498,0.32443,1.7842,-4.6714,4.1403
3,-0.928685,9.54952,0.33718,1.7552,-4.2573,4.106
3,-0.865028,9.74931,0.34843,1.7216,-3.8467,4.0352
3,-0.79902,9.94586,0.35938,1.6846,-3.4432,3.9375
3,-0.735451,10.1365,0.37056,1.6445,-3.0495,3.822
3,-0.678189,10.3197,0.38353,1.6001,-2.6673,3.7006
3,-0.629962,10.4941,0.39799,1.5494,-2.2972,3.5739
3,-0.590395,10.6589,0.4107,1.491,-1.9398,3.4257
3,-0.55778,10.813,0.41921,1.4246,-1.5973,3.2449
3,-0.530049,10.9559,0.42146,1.3503,-1.2728,3.0235
3,-0.504514,11.0891,0.41522,1.2677,-0.97043,2.7527
3,-0.479613,11.2143,0.39998,1.1776,-0.69516,2.4337
3,-0.453761,11.332,0.37832,1.0817,-0.45179,2.0835
3,-0.425202,11.4412,0.35351,0.982,-0.24344,1.7209
3,-0.392572,11.5403,0.32669,0.89134,-0.071357,1.386
3,-0.354181,11.6275,0.30217,0.80284,0.067247,1.0763
3,-0.311075,11.7016,0.28135,0.71705,0.17487,0.8072
3,-0.266834,11.763,0.26406,0.63398,0.25559,0.58247
4,0.19082,8.6431,-0.080673,-0.11768,-0.28797,0.39157
4,0.1827,8.63,-0.083147,-0.12357,-0.24881,0.35798
4,0.1749,8.6173,-0.08575,-0.1301,-0.21301,0.31642
4,0.16747,8.6049,-0.088111,-0.13631,-0.18137,0.27267
4,0.16045,8.5931,-0.089741,-0.14118,-0.1541,0.23208
4,0.15383,8.582,-0.090345,-0.14407,-0.1309,0.19771
4,0.1476,8.5714,-0.089996,-0.14499,-0.11112,0.48472
4,0.13999,8.5662,-0.089743,-0.1472,-0.062652,0.42779
4,0.13104,8.556,-0.088508,-0.1469,-0.019874,0.38319
4,0.12098,8.5417,-0.086662,-0.14506,0.018445,0.34743
4,0.11002,8.5241,-0.084434,-0.14225,0.053189,0.31638
4,0.09824,8.5035,-0.081986,-0.13881,0.084827,0.28978
4,0.08576,8.4807,-0.079426,-0.13496,0.1138,0.26637
4,0.073171,8.4571,-0.076829,-0.13102,0.14044,0.24
4,0.061427,8.4347,-0.074246,-0.1269,0.16444,0.20659
4,0.051304,8.4151,-0.071721,-0.12182,0.1851,0.16838
4,0.042969,8.3989,-0.069234,-0.11597,0.20194,0.13241
4,0.036152,8.3857,-0.066252,-0.11368,0.21518,0.028219
4,0.030513,8.3749,-0.063232,-0.11199,0.218,-0.052077
4,0.025835,8.366,-0.06072,-0.11327,0.21279,-0.1174
4,0.021952,8.3586,-0.059742,-0.11929,0.20105,-0.17855
4,0.018726,8.3524,-0.060544,-0.12988,0.1832,-0.24036
4,0.016044,8.3473,-0.062025,-0.14308,0.15916,-0.29755
4,0.013813,8.3429,-0.0634,-0.15732,0.12941,-0.3465
4,0.011953,8.3394,-0.064282,-0.17265,0.094757,-0.38588
4,0.010389,8.3383,-0.064774,-0.18973,0.05617,-0.41712
4,0.009134,8.3395,-0.065346,-0.2089,0.014458,-0.44437
4,0.0074905,8.3389,-0.06601,-0.23042,-0.029979,-0.46901
4,0.0045778,8.332,-0.066704,-0.25473,-0.07688,-0.49159
4,-0.00046424,8.3152,-0.06741,-0.28212,-0.12604,-0.51252
4,-0.0094657,8.2855,-0.068125,-0.3119,-0.17729,-0.53169
4,-0.022848,8.2437,-0.068684,-0.34275,-0.23046,-0.5485
4,-0.038289,8.1945,-0.069489,-0.37401,-0.28531,-0.56585
4,-0.05363,8.1425,-0.071464,-0.40613,-0.3419,-0.58805
4,-0.067136,8.0894,-0.075283,-0.44092,-0.4007,-0.6185
4,-0.078244,8.0357,-0.080535,-0.48083,-0.46255,-0.65543
4,-0.087723,7.9811,-0.086203,-0.52569,-0.52809,-0.69479
4,-0.095867,7.9249,-0.090714,-0.57172,-0.59757,-0.72851
4,-0.10289,7.8654,-0.093083,-0.61475,-0.67042,-0.74899
4,-0.10898,7.8017,-0.092266,-0.65037,-0.74532,-0.74589
4,-0.1143,7.7348,-0.085562,-0.67356,-0.81991,-0.69637
4,-0.11864,7.6669,-0.071975,-0.683,-0.88955,-0.59071
4,-0.12293,7.5993,-0.054265,-0.68308,-0.94862,-0.44974
4,-0.12912,7.5306,-0.035856,-0.68022,-0.99359,-0.30087
4,-0.13861,7.4575,-0.019653,-0.678,-1.0237,-0.16775
4,-0.15068,7.3767,-0.0069332,-0.67626,-1.0405,-0.06132
4,-0.16327,7.2881,0.0029249,-0.67292,-1.0466,0.022993
4,-0.17394,7.1954,0.010212,-0.66536,-1.0443,0.087543
4,-0.18159,7.1025,0.015851,-0.65053,-1.0355,0.13992
4,-0.185,7.0144,0.020793,-0.62667,-1.0215,0.18815
4,-0.18059,6.9384,0.025257,-0.59541,-1.0027,0.23402
4,-0.1668,6.8777,0.028903,-0.56024,-0.97932,0.27428
4,-0.14682,6.8284,0.032624,-0.52315,-0.9519,0.31576
4,-0.12534,6.782,0.038367,-0.48311,-0.92032,0.3732
4,-0.10644,6.7334,0.047613,-0.43723,-0.883,0.45618
4,-0.092111,6.6831,0.05952,-0.38276,-0.83738,0.55441
4,-0.081873,6.6352,0.071542,-0.3188,-0.78194,0.64376
4,-0.075444,6.5941,0.081113,-0.24578,-0.71756,0.70377
4,-0.071192,6.5644,0.087207,-0.16429,-0.64719,0.72744
4,-0.067398,6.5484,0.088767,-0.077457,-0.57444,0.70592
4,-0.063785,6.544,0.083286,0.0085951,-0.50385,0.61924
4,-0.060836,6.5464,0.069664,0.089214,-0.44193,0.45919
4,-0.057685,6.553,0.050102,0.16529,-0.39601,0.24456
4,-0.052381,6.5644,0.028352,0.24225,-0.37155,0.011342
4,-0.043386,6.5831,0.0077726,0.32394,-0.37042,-0.20353
4,-0.03164,6.6111,-0.0098512,0.40931,-0.39077,-0.37854
4,-0.020187,6.6505,-0.02478,0.49488,-0.42862,-0.51044
4,-0.011711,6.7039,-0.037491,0.57798,-0.47967,-0.60429
4,-0.0071747,6.7739,-0.049811,0.6559,-0.5401,-0.68194
4,-0.0074622,6.8595,-0.063543,0.72658,-0.60829,-0.76089
4,-0.014018,6.9556,-0.078759,0.79049,-0.68438,-0.84163
4,-0.02747,7.0562,-0.094816,0.84965,-0.76854,-0.92004
4,-0.046614,7.159,-0.11194,0.90582,-0.86055,-1.0042
4,-0.068637,7.2665,-0.13096,0.95917,-0.96097,-1.1078
4,-0.090897,7.3813,-0.15254,1.0085,-1.0718,-1.2374
4,-0.11181,7.5017,-0.17601,1.052,-1.1955,-1.3828
4,-0.13143,7.625,-0.19969,1.0865,-1.3338,-1.5213
4,-0.15043,7.7501,-0.2223,1.1076,-1.4859,-1.6385
4,-0.17081,7.8762,-0.24345,1.1114,-1.6497,-1.734
4,-0.19448,8.0016,-0.26253,1.0963,-1.8231,-1.8061
4,-0.2213,8.1249,-0.27853,1.0642,-2.0038,-1.8507
4,-0.25047,8.2457,-0.29071,1.02,-2.1888,-1.8644
4,-0.28156,8.3647,-0.29949,0.9686,-2.3753,-1.8479
4,-0.3143,8.4828,-0.30638,0.9116,-2.5601,-1.8161
4,-0.34846,8.6002,-0.31288,0.84976,-2.7417,-1.7927
4,-0.38366,8.7152,-0.31981,0.78552,-2.9209,-1.795
4,-0.41956,8.8235,-0.3269,0.72091,-3.1004,-1.8321
